pmid,title,journal,pubdate_raw,pubdate_iso,doi,pmc,pubmed_url,doi_url,pmc_pdf_url,in_query_a,in_query_b,study_type,topic,score_applicability,score_effect,score_robustness,score_novelty,score_total,clinical_question,key_finding,main_limitation,tomorrow_change
41564335,Efficacy of a Digital Peer Support Program on Weight Management and Mental Health in University Students With Preobesity: Randomized Controlled Trial.,JMIR mHealth and uHealth,2026 Jan 21,2026-01-21,10.2196/78960,PMC12823021,https://pubmed.ncbi.nlm.nih.gov/41564335/,https://doi.org/10.2196/78960,https://pmc.ncbi.nlm.nih.gov/articles/PMC12823021/pdf/,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Efficacy of a Digital Peer Support Program on Weight Management and Mental Health in University Students With Preobesity: Randomized Controlled Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41240372,Sex Differences in Leptin Levels in Children and Adolescents with Normal Weight and Overweight/Obesity Across Pubertal Stages: A Systematic Review and Meta-analysis.,The Journal of clinical endocrinology and metabolism,2026 Jan 21,2026-01-21,10.1210/clinem/dgaf621,PMC12819880,https://pubmed.ncbi.nlm.nih.gov/41240372/,https://doi.org/10.1210/clinem/dgaf621,https://pmc.ncbi.nlm.nih.gov/articles/PMC12819880/pdf/,1,1,SR/MA,Obesidad,4,1,2,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Sex Differences in Leptin Levels in Children and Adolescents with Normal Weight and Overweight/Obesity Across Pubertal Stages: A Systematic Review and Meta-analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
40577229,Impact of Estrogen Replacement on Endothelial Dysfunction and Psychological Health in Women With Hypothalamic Amenorrhea.,The Journal of clinical endocrinology and metabolism,2026 Jan 21,2026-01-21,10.1210/clinem/dgaf364,,https://pubmed.ncbi.nlm.nih.gov/40577229/,https://doi.org/10.1210/clinem/dgaf364,,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Impact of Estrogen Replacement on Endothelial Dysfunction and Psychological Health in Women With Hypothalamic Amenorrhea.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41600887,Respiratory Syncytial Virus Prevalence and Genotypic Distribution in the Countries of the Former Soviet Union: A Systematic Review and Meta-Analysis.,Viruses,2026 Jan 19,2026-01-19,10.3390/v18010126,PMC12846556,https://pubmed.ncbi.nlm.nih.gov/41600887/,https://doi.org/10.3390/v18010126,https://pmc.ncbi.nlm.nih.gov/articles/PMC12846556/pdf/,1,1,SR/MA,Bronquiolitis/RSV,4,1,2,0,7,Que cambia en soporte respiratorio y eventos clinicos en lactantes esta temporada?,Respiratory Syncytial Virus Prevalence and Genotypic Distribution in the Countries of the Former Soviet Union: A Systematic Review and Meta-Analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar mensaje a familias y criterios de seguimiento respiratorio.
41595915,Diagnosis-Specific Links Between Physical Activity and Sleep Duration in Youth with Disabilities: A Systematic Review with Quantitative Synthesis.,International journal of environmental research and public health,2026 Jan 19,2026-01-19,10.3390/ijerph23010121,PMC12840898,https://pubmed.ncbi.nlm.nih.gov/41595915/,https://doi.org/10.3390/ijerph23010121,https://pmc.ncbi.nlm.nih.gov/articles/PMC12840898/pdf/,1,1,SR/MA,ADHD/TDAH,4,1,2,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,Diagnosis-Specific Links Between Physical Activity and Sleep Duration in Youth with Disabilities: A Systematic Review with Quantitative Synthesis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
41599913,"Alteration in Amino Acid Metabolism After Isocaloric, Energy-Restricted Ketogenic Diet in Women with Overweight and Obesity: Randomized KETO-MINOX Trial.",Nutrients,2026 Jan 18,2026-01-18,10.3390/nu18020300,PMC12845131,https://pubmed.ncbi.nlm.nih.gov/41599913/,https://doi.org/10.3390/nu18020300,https://pmc.ncbi.nlm.nih.gov/articles/PMC12845131/pdf/,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,"Alteration in Amino Acid Metabolism After Isocaloric, Energy-Restricted Ketogenic Diet in Women with Overweight and Obesity: Randomized KETO-MINOX Trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41076167,Turning the tide: A randomized controlled trial of a brief digital mindfulness intervention to reduce immediate and delayed negative interpretation bias.,Journal of affective disorders,2026 Jan 15,2026-01-15,10.1016/j.jad.2025.120391,,https://pubmed.ncbi.nlm.nih.gov/41076167/,https://doi.org/10.1016/j.jad.2025.120391,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Turning the tide: A randomized controlled trial of a brief digital mindfulness intervention to reduce immediate and delayed negative interpretation bias.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41067651,Effects of physical activity on suicidal ideation and sleep disturbances in adolescents with attention-deficit hyperactivity disorder: A randomized controlled trial.,Journal of affective disorders,2026 Jan 15,2026-01-15,10.1016/j.jad.2025.120369,,https://pubmed.ncbi.nlm.nih.gov/41067651/,https://doi.org/10.1016/j.jad.2025.120369,,0,1,RCT/CT,ADHD/TDAH,4,2,1,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,Effects of physical activity on suicidal ideation and sleep disturbances in adolescents with attention-deficit hyperactivity disorder: A randomized controlled trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
41052679,Impact of emotional working memory training on threat-related attentional bias in social anxiety: Evidence from eye movements.,Journal of affective disorders,2026 Jan 15,2026-01-15,10.1016/j.jad.2025.120358,,https://pubmed.ncbi.nlm.nih.gov/41052679/,https://doi.org/10.1016/j.jad.2025.120358,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Impact of emotional working memory training on threat-related attentional bias in social anxiety: Evidence from eye movements.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
40945770,Efficacy of a short-term physical exercise intervention on stress biomarkers and mental health in adolescents with ADHD: A randomized controlled trial.,Journal of affective disorders,2026 Jan 15,2026-01-15,10.1016/j.jad.2025.120285,,https://pubmed.ncbi.nlm.nih.gov/40945770/,https://doi.org/10.1016/j.jad.2025.120285,,0,1,RCT/CT,ADHD/TDAH,4,2,1,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,Efficacy of a short-term physical exercise intervention on stress biomarkers and mental health in adolescents with ADHD: A randomized controlled trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
40930185,"Effectiveness and safety of adjunctive transcranial direct current stimulation for adolescents with first-episode major depressive disorder: A randomized, double-blind, sham-controlled trial.",Journal of affective disorders,2026 Jan 15,2026-01-15,10.1016/j.jad.2025.120261,,https://pubmed.ncbi.nlm.nih.gov/40930185/,https://doi.org/10.1016/j.jad.2025.120261,,0,1,RCT/CT,Gastroenteritis,4,2,1,0,7,"Que intervenciones previenen deshidratacion, ingreso o complicaciones?","Effectiveness and safety of adjunctive transcranial direct current stimulation for adolescents with first-episode major depressive disorder: A randomized, double-blind, sham-controlled trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Reforzar plan de hidratacion y signos de alarma.
41599854,Cluster-Based Evaluation of Dietary Guideline Adherence and Food Literacy Among Adolescents: Implications for Tailored Diets.,Nutrients,2026 Jan 12,2026-01-12,10.3390/nu18020241,PMC12845278,https://pubmed.ncbi.nlm.nih.gov/41599854/,https://doi.org/10.3390/nu18020241,https://pmc.ncbi.nlm.nih.gov/articles/PMC12845278/pdf/,0,1,Guideline,Obesidad,4,1,2,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Cluster-Based Evaluation of Dietary Guideline Adherence and Food Literacy Among Adolescents: Implications for Tailored Diets.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41161320,Tiered school-family-clinic intervention for childhood obesity prevention in China: A nested cluster randomized controlled trial.,"Med (New York, N.Y.)",2026 Jan 9,2026-01-09,10.1016/j.medj.2025.100894,,https://pubmed.ncbi.nlm.nih.gov/41161320/,https://doi.org/10.1016/j.medj.2025.100894,,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Tiered school-family-clinic intervention for childhood obesity prevention in China: A nested cluster randomized controlled trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41612798,Ivarmacitinib in patients with moderate to severe atopic dermatitis stratified by baseline characteristics: a post-hoc analysis of a phase 3 clinical trial.,The Journal of dermatological treatment,2026 Dec,2026-12-15,10.1080/09546634.2025.2596524,,https://pubmed.ncbi.nlm.nih.gov/41612798/,https://doi.org/10.1080/09546634.2025.2596524,,0,1,RCT/CT,Dermatitis atopica,3,2,1,0,6,Que terapias aportan mejor balance eficacia-seguridad en AP?,Ivarmacitinib in patients with moderate to severe atopic dermatitis stratified by baseline characteristics: a post-hoc analysis of a phase 3 clinical trial.,Analisis post-hoc: riesgo de inferencia exploratoria.,Optimizar escalado terapeutico y educacion familiar.
41422645,Meta-analysis of aberrant white matter microstructure and gray matter volume in autism spectrum disorder.,Psychiatry research. Neuroimaging,2026 Mar,2026-03-15,10.1016/j.pscychresns.2025.112110,,https://pubmed.ncbi.nlm.nih.gov/41422645/,https://doi.org/10.1016/j.pscychresns.2025.112110,,1,1,SR/MA,Autismo/TEA,3,1,2,0,6,Que estrategias muestran beneficio funcional real en TEA?,Meta-analysis of aberrant white matter microstructure and gray matter volume in autism spectrum disorder.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41329472,The Impact of Music on Patients After Cardiac Surgery.,The Journal of cardiovascular nursing,2026 Mar-Apr 01,2026-03-15,10.1097/JCN.0000000000001271,,https://pubmed.ncbi.nlm.nih.gov/41329472/,https://doi.org/10.1097/JCN.0000000000001271,,0,1,RCT/CT,Ansiedad,4,1,1,0,6,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,The Impact of Music on Patients After Cardiac Surgery.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41612675,"Violence-Related Distress, Nasal Epithelial Gene Expression, and T17-High Asthma in Youth.",Pediatric pulmonology,2026 Feb,2026-02-15,10.1002/ppul.71486,,https://pubmed.ncbi.nlm.nih.gov/41612675/,https://doi.org/10.1002/ppul.71486,,1,1,SR/MA,Asma/Sibilancias,3,1,2,0,6,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,"Violence-Related Distress, Nasal Epithelial Gene Expression, and T17-High Asthma in Youth.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
41559528,Key Determinants of Weight Loss Trajectory Across Different Periods of a Behavioral Weight Loss Intervention.,"Obesity (Silver Spring, Md.)",2026 Feb,2026-02-15,10.1002/oby.70113,PMC12850559,https://pubmed.ncbi.nlm.nih.gov/41559528/,https://doi.org/10.1002/oby.70113,https://pmc.ncbi.nlm.nih.gov/articles/PMC12850559/pdf/,0,1,RCT/CT,Obesidad,4,1,1,0,6,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Key Determinants of Weight Loss Trajectory Across Different Periods of a Behavioral Weight Loss Intervention.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41412208,Efficacy of transcranial direct current stimulation in children and adolescents with autism spectrum disorder: A systematic review and meta-analysis.,Brain research,2026 Feb 15,2026-02-15,10.1016/j.brainres.2025.150114,,https://pubmed.ncbi.nlm.nih.gov/41412208/,https://doi.org/10.1016/j.brainres.2025.150114,,1,1,SR/MA,Autismo/TEA,4,1,1,0,6,Que estrategias muestran beneficio funcional real en TEA?,Efficacy of transcranial direct current stimulation in children and adolescents with autism spectrum disorder: A systematic review and meta-analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41372683,Zinc deficiency and zinc/copper ratio imbalance in autism spectrum disorder: a reanalysis of six multinational studies.,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",2026 Feb,2026-02-15,10.1007/s10534-025-00761-y,,https://pubmed.ncbi.nlm.nih.gov/41372683/,https://doi.org/10.1007/s10534-025-00761-y,,1,1,SR/MA,Autismo/TEA,2,2,2,0,6,Que estrategias muestran beneficio funcional real en TEA?,Zinc deficiency and zinc/copper ratio imbalance in autism spectrum disorder: a reanalysis of six multinational studies.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41371603,Bacteria in RSV-infected children: A systematic review and meta-analysis in the context of recent microbiome research.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2026 Feb,2026-02-15,10.1016/j.ijid.2025.108307,,https://pubmed.ncbi.nlm.nih.gov/41371603/,https://doi.org/10.1016/j.ijid.2025.108307,,1,1,SR/MA,Bronquiolitis/RSV,4,1,1,0,6,Que cambia en soporte respiratorio y eventos clinicos en lactantes esta temporada?,Bacteria in RSV-infected children: A systematic review and meta-analysis in the context of recent microbiome research.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar mensaje a familias y criterios de seguimiento respiratorio.
41213561,Preventing prescription stimulant diversion and misuse through brief intervention: Moderators and secondary outcomes from a randomized controlled trial.,Experimental and clinical psychopharmacology,2026 Feb,2026-02-15,10.1037/pha0000808,,https://pubmed.ncbi.nlm.nih.gov/41213561/,https://doi.org/10.1037/pha0000808,,0,1,RCT/CT,Other,3,2,1,0,6,Que aporta este estudio para la toma de decisiones en AP pediatrica?,Preventing prescription stimulant diversion and misuse through brief intervention: Moderators and secondary outcomes from a randomized controlled trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
41074495,Efficacy and Safety of Azithromycin in Infants With Bronchiolitis: A Systematic Review and Meta-Analysis.,"Acta paediatrica (Oslo, Norway : 1992)",2026 Feb,2026-02-15,10.1111/apa.70339,,https://pubmed.ncbi.nlm.nih.gov/41074495/,https://doi.org/10.1111/apa.70339,,1,1,SR/MA,Bronquiolitis/RSV,4,1,1,0,6,Que cambia en soporte respiratorio y eventos clinicos en lactantes esta temporada?,Efficacy and Safety of Azithromycin in Infants With Bronchiolitis: A Systematic Review and Meta-Analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar mensaje a familias y criterios de seguimiento respiratorio.
41045104,Comparison of subcostal and supracostal access in percutaneous nephrolithotomy of isolated upper pole stone: A prospective randomized clinical trial.,Urologia,2026 Feb,2026-02-15,10.1177/03915603251378595,,https://pubmed.ncbi.nlm.nih.gov/41045104/,https://doi.org/10.1177/03915603251378595,,0,1,RCT/CT,Autismo/TEA,4,1,1,0,6,Que estrategias muestran beneficio funcional real en TEA?,Comparison of subcostal and supracostal access in percutaneous nephrolithotomy of isolated upper pole stone: A prospective randomized clinical trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41031700,A Systematic Review and Meta-Analytic Assessment of Unpredictability and Disordered Eating.,Obesity reviews : an official journal of the International Association for the Study of Obesity,2026 Feb,2026-02-15,10.1111/obr.70022,PMC12812503,https://pubmed.ncbi.nlm.nih.gov/41031700/,https://doi.org/10.1111/obr.70022,https://pmc.ncbi.nlm.nih.gov/articles/PMC12812503/pdf/,1,1,SR/MA,Other,3,1,2,0,6,Que aporta este estudio para la toma de decisiones en AP pediatrica?,A Systematic Review and Meta-Analytic Assessment of Unpredictability and Disordered Eating.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
40954040,Review: School-based interventions for child and adolescent survivors of natural disasters - a systematic review and meta-analysis of randomized controlled trials.,Child and adolescent mental health,2026 Feb,2026-02-15,10.1111/camh.70029,,https://pubmed.ncbi.nlm.nih.gov/40954040/,https://doi.org/10.1111/camh.70029,,1,1,SR/MA,Ansiedad,4,1,1,0,6,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Review: School-based interventions for child and adolescent survivors of natural disasters - a systematic review and meta-analysis of randomized controlled trials.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
40689946,"Comparison of quadro-iliac plane block and erector spinae plane block for postoperative analgesia management after single level lumbar discectomy surgery: a randomized, double-blind, controlled, prospective, multicenter study.",Journal of anesthesia,2026 Feb,2026-02-15,10.1007/s00540-025-03556-0,,https://pubmed.ncbi.nlm.nih.gov/40689946/,https://doi.org/10.1007/s00540-025-03556-0,,0,1,RCT/CT,Other,3,2,1,0,6,Que aporta este estudio para la toma de decisiones en AP pediatrica?,"Comparison of quadro-iliac plane block and erector spinae plane block for postoperative analgesia management after single level lumbar discectomy surgery: a randomized, double-blind, controlled, prospective, multicenter study.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
40458955,Evening Chronotype Is Associated With Daytime Impairment and Differential Sleep and Circadian Response to a Sleep Extension Manipulation in Short Sleeping Adolescents.,Journal of sleep research,2026 Feb,2026-02-15,10.1111/jsr.70062,PMC12353921,https://pubmed.ncbi.nlm.nih.gov/40458955/,https://doi.org/10.1111/jsr.70062,https://pmc.ncbi.nlm.nih.gov/articles/PMC12353921/pdf/,0,1,RCT/CT,Ansiedad,3,2,1,0,6,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Evening Chronotype Is Associated With Daytime Impairment and Differential Sleep and Circadian Response to a Sleep Extension Manipulation in Short Sleeping Adolescents.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
40302143,Efficacy of Virtual Reality vs. Tablet Games for Pain and Anxiety in Children Undergoing Bone Pins Removal: Randomised Clinical Trial.,Journal of advanced nursing,2026 Feb,2026-02-15,10.1111/jan.16991,PMC12810659,https://pubmed.ncbi.nlm.nih.gov/40302143/,https://doi.org/10.1111/jan.16991,https://pmc.ncbi.nlm.nih.gov/articles/PMC12810659/pdf/,0,1,RCT/CT,Ansiedad,4,1,1,0,6,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Efficacy of Virtual Reality vs. Tablet Games for Pain and Anxiety in Children Undergoing Bone Pins Removal: Randomised Clinical Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41644160,Feasibility of a phase 3 partially randomised clinical trial to assess the safety and efficacy of paediatric praziquantel for schistosomiasis treatment in children aged 3 months to 6 years in endemic regions of Brazil: a pilot study.,BMJ open,2026 Feb 5,2026-02-05,10.1136/bmjopen-2025-104706,PMC12878467,https://pubmed.ncbi.nlm.nih.gov/41644160/,https://doi.org/10.1136/bmjopen-2025-104706,https://pmc.ncbi.nlm.nih.gov/articles/PMC12878467/pdf/,0,1,RCT/CT,Gastroenteritis,3,2,0,1,6,"Que intervenciones previenen deshidratacion, ingreso o complicaciones?",Feasibility of a phase 3 partially randomised clinical trial to assess the safety and efficacy of paediatric praziquantel for schistosomiasis treatment in children aged 3 months to 6 years in endemic regions of Brazil: a pilot study.,Estudio piloto/viabilidad: validez externa limitada.,Reforzar plan de hidratacion y signos de alarma.
41627515,"Bioequivalence of netupitant and palonosetron (NEPA) oral suspension and hard capsules in healthy individuals: results from an open-label, randomized, two-treatment, four-period, two-sequence replicative design trial.",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,2026 Feb 2,2026-02-02,10.1007/s00520-026-10345-2,PMC12864316,https://pubmed.ncbi.nlm.nih.gov/41627515/,https://doi.org/10.1007/s00520-026-10345-2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12864316/pdf/,0,1,RCT/CT,Other,2,2,1,1,6,Que aporta este estudio para la toma de decisiones en AP pediatrica?,"Bioequivalence of netupitant and palonosetron (NEPA) oral suspension and hard capsules in healthy individuals: results from an open-label, randomized, two-treatment, four-period, two-sequence replicative design trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
40738417,"Efficacy and Safety of Accelerated Intermittent Theta Burst Stimulation for Adolescents With Major Depressive Disorder: A Randomized, Double-Blind, Sham-Controlled Study.",Biological psychiatry,2026 Feb 1,2026-02-01,10.1016/j.biopsych.2025.07.018,,https://pubmed.ncbi.nlm.nih.gov/40738417/,https://doi.org/10.1016/j.biopsych.2025.07.018,,0,1,RCT/CT,Ansiedad,4,1,0,1,6,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,"Efficacy and Safety of Accelerated Intermittent Theta Burst Stimulation for Adolescents With Major Depressive Disorder: A Randomized, Double-Blind, Sham-Controlled Study.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41289495,Psychosocial Outcomes of School-Age Children Who Received the Lidcombe Program.,American journal of speech-language pathology,2026 Jan 13,2026-01-13,10.1044/2025_AJSLP-25-00068,,https://pubmed.ncbi.nlm.nih.gov/41289495/,https://doi.org/10.1044/2025_AJSLP-25-00068,,0,1,RCT/CT,Ansiedad,3,2,1,0,6,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Psychosocial Outcomes of School-Age Children Who Received the Lidcombe Program.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41526634,Effects of physical activity program on psychomotor and psycho-social characteristics of autistic children.,Scientific reports,2026 Jan 12,2026-01-12,10.1038/s41598-026-35228-8,PMC12876946,https://pubmed.ncbi.nlm.nih.gov/41526634/,https://doi.org/10.1038/s41598-026-35228-8,https://pmc.ncbi.nlm.nih.gov/articles/PMC12876946/pdf/,0,1,RCT/CT,Autismo/TEA,3,2,1,0,6,Que estrategias muestran beneficio funcional real en TEA?,Effects of physical activity program on psychomotor and psycho-social characteristics of autistic children.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41478162,Machine learning-based diagnosis of autism spectrum disorder in children and adolescents using eye-tracking data: a systematic review and meta-analysis.,International journal of medical informatics,2026 Mar 15,2026-03-15,10.1016/j.ijmedinf.2025.106235,,https://pubmed.ncbi.nlm.nih.gov/41478162/,https://doi.org/10.1016/j.ijmedinf.2025.106235,,1,1,SR/MA,Autismo/TEA,4,0,1,0,5,Que estrategias muestran beneficio funcional real en TEA?,Machine learning-based diagnosis of autism spectrum disorder in children and adolescents using eye-tracking data: a systematic review and meta-analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41317738,"Oral corticosteroid reduction and discontinuation in adults with corticosteroid-dependent, severe, uncontrolled asthma treated with tezepelumab (WAYFINDER): a multicentre, single-arm, phase 3b trial.",The Lancet. Respiratory medicine,2026 Feb,2026-02-15,10.1016/S2213-2600(25)00359-5,,https://pubmed.ncbi.nlm.nih.gov/41317738/,https://doi.org/10.1016/S2213-2600(25)00359-5,,0,1,Other,Asma/Sibilancias,3,2,0,0,5,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,"Oral corticosteroid reduction and discontinuation in adults with corticosteroid-dependent, severe, uncontrolled asthma treated with tezepelumab (WAYFINDER): a multicentre, single-arm, phase 3b trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
41005346,"Human monoclonal antibody MAM01 for protection against malaria in adults in the USA: a first-in-human, phase 1, dose-escalation, double-blind, placebo-controlled, adaptive trial.",The Lancet. Infectious diseases,2026 Feb,2026-02-15,10.1016/S1473-3099(25)00481-5,,https://pubmed.ncbi.nlm.nih.gov/41005346/,https://doi.org/10.1016/S1473-3099(25)00481-5,,0,1,RCT/CT,Obesidad,3,2,0,0,5,Que programas o intervenciones consiguen cambios clinicamente relevantes?,"Human monoclonal antibody MAM01 for protection against malaria in adults in the USA: a first-in-human, phase 1, dose-escalation, double-blind, placebo-controlled, adaptive trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
40813551,"Evaluation of the effect of fluoxetine on depression and anxiety levels in hemodialysis patients with major depressive disorder: a randomized, double-blind, placebo-controlled clinical trial.",International urology and nephrology,2026 Feb,2026-02-15,10.1007/s11255-025-04719-4,,https://pubmed.ncbi.nlm.nih.gov/40813551/,https://doi.org/10.1007/s11255-025-04719-4,,0,1,RCT/CT,Ansiedad,4,1,0,0,5,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,"Evaluation of the effect of fluoxetine on depression and anxiety levels in hemodialysis patients with major depressive disorder: a randomized, double-blind, placebo-controlled clinical trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41410576,"Daily mango (Mangifera indica L.) consumption supplemented with probiotics differentially modulates inflammation and cognitive function in individuals with overweight or obesity: a placebo-controlled, double-blind, and randomized trial.",Food & function,2026 Jan 26,2026-01-26,10.1039/d5fo01687h,,https://pubmed.ncbi.nlm.nih.gov/41410576/,https://doi.org/10.1039/d5fo01687h,,0,1,RCT/CT,Obesidad,3,1,0,1,5,Que programas o intervenciones consiguen cambios clinicamente relevantes?,"Daily mango (Mangifera indica L.) consumption supplemented with probiotics differentially modulates inflammation and cognitive function in individuals with overweight or obesity: a placebo-controlled, double-blind, and randomized trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41391465,"Zoliflodacin versus ceftriaxone plus azithromycin for treatment of uncomplicated urogenital gonorrhoea: an international, randomised, controlled, open-label, phase 3, non-inferiority clinical trial.","Lancet (London, England)",2026 Jan 10,2026-01-10,10.1016/S0140-6736(25)01953-1,PMC12784215,https://pubmed.ncbi.nlm.nih.gov/41391465/,https://doi.org/10.1016/S0140-6736(25)01953-1,https://pmc.ncbi.nlm.nih.gov/articles/PMC12784215/pdf/,0,1,RCT/CT,Gastroenteritis,3,2,0,0,5,"Que intervenciones previenen deshidratacion, ingreso o complicaciones?","Zoliflodacin versus ceftriaxone plus azithromycin for treatment of uncomplicated urogenital gonorrhoea: an international, randomised, controlled, open-label, phase 3, non-inferiority clinical trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Reforzar plan de hidratacion y signos de alarma.
